startup_name,startup_name_clean,industry,sector,city,investors,stage,stage_clean,amount_usd,date,year,quarter,month,funding_era,source,city_clean
Core Diagnostics,core diagnostics,|Biotechnology|,Healthtech,Gurgaon,,venture,Series A,5000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Covacsis,covacsis,|Big Data Analytics|Services|Information Technology|Enterprise Software|,SaaS/B2B,Mumbai,,venture,Series A,450000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Craftsvilla,craftsvilla,|E-Commerce|,E-commerce,Mumbai,,venture,Series A,1838042.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Mumbai
CRMnext,crmnext,|CRM|Software|,SaaS/B2B,Mumbai,,venture,Series A,7003500.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Culture Machine,culture machine,|Digital Media|Entertainment|Media|,Media/Content,Mumbai,,venture,Series A,3500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
CURA Healthcare,cura healthcare,|Health and Wellness|Manufacturing|Hospitals|Medical Devices|,Healthtech,Chennai,,venture,Series A,15000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Chennai
CustomerXPs Software,customerxps software,|Technology|Customer Service|Software|,SaaS/B2B,Bangalore,,venture,Series A,4000000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Cygnus Medicare,cygnus medicare,|Health and Wellness|,Healthtech,New Delhi,,venture,Series A,9760000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Delhi
DealsAndYou,dealsandyou,|Flash Sales|Social Commerce|Group Buying|E-Commerce|Curated Web|,E-commerce,Gurgaon,,venture,Series A,18500000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Delhivery,delhivery,|Logistics|Supply Chain Management|,Logistics,Gurgaon,,venture,Series A,42500000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Delyver.com,delyvercom,|Online Shopping|,E-commerce,Bangalore,,venture,Series A,1000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Denty's,dentys,|Technology|Health Care|Dental|,Healthtech,Hyderabad,,venture,Series A,4500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Hyderabad
DesiCrew Solutions,desicrew solutions,|Education|,Edtech,Chennai,,venture,Series A,1200000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Chennai
Dexetra,dexetra,|Android|Software|,SaaS/B2B,Cochin,,venture,Series A,1000000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Cochin
Digital Music India,digital music india,|Music|,Media/Content,Mumbai,,venture,Series A,4500000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Dixon Technologies,dixon technologies,|Hardware + Software|,SaaS/B2B,Noida,,venture,Series A,9350000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Noida
DogSpot,dogspot,|Pets|,Other,Gurgaon,,venture,Series A,5000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
EasyLink,easylink,|Web Development|Web Design|Web Hosting|,Other,Chennai,,venture,Series A,5400000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Chennai
EBS Worldwide Services,ebs worldwide services,|Advertising|,Other,Mumbai,,venture,Series A,5500000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Ecom Express,ecom express,|Logistics|,Logistics,Gurgaon,,venture,Series A,16500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
eDabba,edabba,|Fashion|,E-commerce,Mumbai,,venture,Series A,850000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Mumbai
eDreams Edusoft,edreams edusoft,|Software|,SaaS/B2B,Bangalore,,venture,Series A,2000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Edserv Softsystems,edserv softsystems,|Education|,Edtech,Chennai,,venture,Series A,964000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Chennai
edupristine,edupristine,|Corporate Training|Education|,Edtech,Mumbai,,venture,Series A,1500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Egully,egully,|Online Shopping|E-Commerce|,E-commerce,Delhi,,venture,Series A,50000.0,,2009,,,2014-2016 Consumer Boom,dataset_4,Delhi
Eka Software Solutions,eka software solutions,|Storage|Logistics|Trading|Supply Chain Management|Analytics|Software|,SaaS/B2B,Bangalore,,venture,Series A,16000000.0,,2005,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Eko India Financial Services,eko india financial services,|Finance|,Other,New Delhi,,venture,Series A,5500000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Delhi
Electronic Payment and Services (EPS),electronic payment and services eps,|Hardware + Software|,SaaS/B2B,Mumbai,,venture,Series A,11000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Embibe,embibe,|Tutoring|Education|,Edtech,Mumbai,,venture,Series A,4000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Emergent Ventures India,emergent ventures india,|Consulting|,Other,Gurgaon,,venture,Series A,10040000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Equitas Holdings,equitas holdings,|Finance|,Other,Chennai,,venture,Series A,16000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Chennai
etechies.in,etechiesin,,,Gurgaon,,venture,Series A,2003257.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Etown India Services,etown india services,|Local Businesses|,Other,Kovilpatti,,venture,Series A,110000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Kovilpatti
Excellence4u,excellence4u,|Consulting|,Other,Bangalore,,venture,Series A,10000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Excelsoft,excelsoft,|Education|,Edtech,Mysore,,venture,Series A,8620000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Mysore
EximSoft-Trianz,eximsofttrianz,|Software|,SaaS/B2B,Bangalore,,venture,Series A,14000000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Exotel,exotel,|Messaging|,Other,Bangalore,,venture,Series A,500000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Experifun,experifun,|Education|,Edtech,Bangalore,,venture,Series A,75000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
eYantra Industries,eyantra industries,|Software|,SaaS/B2B,Hyderabad,,venture,Series A,7500000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Hyderabad
Eye-Q,eyeq,|Health and Wellness|,Healthtech,Gurgaon,,venture,Series A,4500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Ezetap,ezetap,|Mobile|,Other,Bangalore,,venture,Series A,11500000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Fashion & You,fashion you,|E-Commerce|Lifestyle|Internet|Retail|Fashion|,E-commerce,Gurgaon,,venture,Series A,48000000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
fashionandyou.com,fashionandyoucom,|Fashion|,E-commerce,Gurgaon,,venture,Series A,10000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Favista Real Estate,favista real estate,|Real Estate|,Proptech,Gurgaon,,venture,Series A,2000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Fifth Generation Technologies India Private,fifth generation technologies india private,|Software|,SaaS/B2B,Chennai,,venture,Series A,3310000.0,,2009,,,2014-2016 Consumer Boom,dataset_4,Chennai
Financial Information Network & Operations Pvt,financial information network operations pvt,|Finance|,Other,Mumbai,,venture,Series A,35000000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Financial Software Systems,financial software systems,|Software|,SaaS/B2B,Chennai,,venture,Series A,57000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Chennai
Firepro Systems,firepro systems,|Security|,Other,Bangalore,,venture,Series A,12000000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
FirstCry.com,firstcrycom,|E-Commerce|,E-commerce,Pune,,venture,Series A,29000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Pune
Flipkart,flipkart,|Online Shopping|E-Commerce|,E-commerce,Bangalore,,venture,Series A,2351000000.0,,2009,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Forus Health,forus health,|Health Care|,Healthtech,Bangalore,,venture,Series A,13400000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Four Interactive,four interactive,|Curated Web|,Other,Bangalore,,venture,Series A,12000000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
FreeCharge,freecharge,|Payments|Internet|,Fintech,Mumbai,,venture,Series A,33000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
FREECULTR,freecultr,|Textiles|Women|Mens Specific|Marketplaces|Fashion|,E-commerce,Haryana,,venture,Series A,9000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Haryana
Games2Win,games2win,|Games|,Other,Mumbai,,venture,Series A,13000000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Germin8,germin8,|Social Media|Big Data|Analytics|,Media/Content,Mumbai,,venture,Series A,3000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Getit InfoServices,getit infoservices,|Search|,Other,New Delhi,,venture,Series A,36400000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Delhi
Gingersoft Media,gingersoft media,|Advertising|,Other,Bangalore,,venture,Series A,2000000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
girnarsoft,girnarsoft,|Software|,SaaS/B2B,Jaipur,,venture,Series A,15000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Jaipur
Grabhouse,grabhouse,|Real Estate|,Proptech,Mumbai,,venture,Series A,2500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Grameen Financial Services,grameen financial services,|Finance|,Other,Bangalore,,venture,Series A,21556050.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
GreenDust,greendust,|E-Commerce|,E-commerce,Delhi,,venture,Series A,40000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Delhi
Groupe Athena,groupe athena,|Biotechnology|,Healthtech,Mumbai,,venture,Series A,2355000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Mumbai
GupShup,gupshup,|Mobile|,Other,Mumbai,,venture,Series A,33000000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Guruji,guruji,|Search|,Other,Bangalore,,venture,Series A,15000000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Happiest Minds,happiest minds,|Software|,SaaS/B2B,Bangalore,,venture,Series A,45000000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Head Held High,head held high,|Nonprofits|,Other,Bangalore,,venture,Series A,408225.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
HealthcareMagic,healthcaremagic,|Health Care|Internet|Health Care Information Technology|Health and Wellness|,Healthtech,Bangalore,,venture,Series A,2500000.0,,2009,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
HealthHiway,healthhiway,|Health Care|Information Technology|Enterprise Software|,Healthtech,Hyderabad,,venture,Series A,4000000.0,,2009,,,2014-2016 Consumer Boom,dataset_4,Hyderabad
Heckyl,heckyl,|Finance|Analytics|,Other,Mumbai,,venture,Series A,3500000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Hector Beverages,hector beverages,|Hospitality|,Healthtech,Haryana,,venture,Series A,8000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Haryana
HelpingDoc,helpingdoc,|Health and Wellness|,Healthtech,New Delhi,,venture,Series A,1500000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Delhi
hike,hike,|Messaging|Mobile|,Other,New Delhi,,venture,Series A,86000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Delhi
Hippocampus Learning Centres,hippocampus learning centres,|Education|,Edtech,Bangalore,,venture,Series A,20997981.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Holisol logistics,holisol logistics,|Logistics|,Logistics,New Delhi,,venture,Series A,1500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Delhi
HomeShop18,homeshop18,|Retail|Online Shopping|E-Commerce|,E-commerce,Noida,,venture,Series A,44000000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Noida
Hotelogix,hotelogix,|Hospitality|Hotels|Enterprise Software|,Healthtech,Noida,,venture,Series A,3000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Noida
Housing.com,housingcom,|Real Estate|,Proptech,Mumbai,,venture,Series A,37000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Hungama Digital Media Entertainment Pvt. Ltd.,hungama digital media entertainment,|Games|,Other,Mumbai,,venture,Series A,40000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Hurix Systems Private,hurix systems private,|Software|,SaaS/B2B,Mumbai,,venture,Series A,5100000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Mumbai
iCreate Software,icreate software,|Software|,SaaS/B2B,Bangalore,,venture,Series A,12430000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
iD Fresh Food,id fresh food,,,Bengaluru,,venture,Series A,5700000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Idea Device,idea device,|Enterprises|Data Center Automation|Data Centers|,SaaS/B2B,Bangalore,,venture,Series A,4000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
ideacts innovations,ideacts innovations,|Advertising|,Other,Mumbai,,venture,Series A,5000000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Mumbai
IFMR Capital,ifmr capital,|Finance|,Other,Chennai,,venture,Series A,29000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Chennai
IMImobile,imimobile,|Mobile|,Other,Hyderabad,,venture,Series A,26000000.0,,2005,,,2014-2016 Consumer Boom,dataset_4,Hyderabad
Incap,incap,|Manufacturing|,Other,Bangalore,,venture,Series A,2587000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
India Property Online,india property online,|E-Commerce|,E-commerce,Chennai,,venture,Series A,19000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Chennai
IndiaHomes,indiahomes,|Curated Web|,Other,New Delhi,,venture,Series A,74800000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Delhi
IndiaIdeas,indiaideas,|Finance|,Other,Ahmedabad,,venture,Series A,7500000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Ahmedabad
IndianRoots,indianroots,|Internet|,Consumer Tech,Gurgaon,,venture,Series A,5000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Indium Software Inc.,indium software,|Software|,SaaS/B2B,Chennai,,venture,Series A,1000000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Chennai
Infrasoft Technologies,infrasoft technologies,|Software|,SaaS/B2B,Mumbai,,venture,Series A,24800000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Innoviti,innoviti,|Finance|,Other,Bangalore,,venture,Series A,1600000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Instamedia,instamedia,|Media|Curated Web|,Media/Content,Shimla,,venture,Series A,4000000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Shimla
inTarvo,intarvo,|Outsourcing|Consulting|,Other,Noida,,venture,Series A,21900000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Noida
IntelleGrow Finance,intellegrow finance,|Finance|,Other,Mumbai,,venture,Series A,4500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Invictus Oncology,invictus oncology,|Biotechnology|,Healthtech,Delhi,,venture,Series A,1880000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Delhi
iPolicy Networks,ipolicy networks,|Security|,Other,Noida,,venture,Series A,44000000.0,,2005,,,2014-2016 Consumer Boom,dataset_4,Noida
iProf Learning Solutions,iprof learning solutions,|Education|,Edtech,Noida,,venture,Series A,15000000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Noida
ItzCash Card Ltd.,itzcash card,|Gift Card|,Other,Mumbai,,venture,Series A,15000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Ivy Health and Life Sciences,ivy health and life sciences,|Health and Wellness|,Healthtech,Mohali,,venture,Series A,12100000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Mohali
iYogi,iyogi,|Hardware|Tech Field Support|Computers|Hardware + Software|,SaaS/B2B,Gurgaon,,venture,Series A,85600000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Jabong.com,jabongcom,|Toys|Beauty|Jewelry|Shoes|Online Shopping|Fashion|,E-commerce,Gurgaon,,venture,Series A,27500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Janalakshmi,janalakshmi,|Finance|,Other,Bangalore,,venture,Series A,57000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Jasper,jasper,|E-Commerce|,E-commerce,New Delhi,,venture,Series A,102000000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Delhi
Just Dial,just dial,|Local Search|Search|,Other,Mumbai,,venture,Series A,67000000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Mumbai
K-12 Techno Services,k12 techno services,|Education|,Edtech,Secunderabad,,venture,Series A,15000000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Secunderabad
KartRocket,kartrocket,|SaaS|E-Commerce|,E-commerce,New Delhi,,venture,Series A,2000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Delhi
Knowlarity Communications,knowlarity communications,|Small and Medium Businesses|Software|,SaaS/B2B,Gurgaon,,venture,Series A,22500000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Komli Media,komli media,|Analytics|Media|Advertising|,Media/Content,Mumbai,,venture,Series A,67000000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Kotak Urja,kotak urja,|Clean Technology|,Technology,Bangalore,,venture,Series A,8000000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Krishidhan Seeds,krishidhan seeds,|Biotechnology|,Healthtech,Jalna,,venture,Series A,30000000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Jalna
Laurus Labs,laurus labs,|Pharmaceuticals|,Healthtech,Hyderabad,,venture,Series A,90000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Hyderabad
Lenskart.com,lenskartcom,|Consumer Goods|Eyewear|Online Shopping|,E-commerce,New Delhi,,venture,Series A,14000000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Delhi
LimeRoad,limeroad,|Social Media|E-Commerce|,E-commerce,Gurgaon,,venture,Series A,20000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
LIQVID,liqvid,|Education|,Edtech,Noida,,venture,Series A,3000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Noida
LocalBanya,localbanya,|Curated Web|,Other,Mumbai,,venture,Series A,5000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Loylty Rewardz Management,loylty rewardz management,|Advertising|,Other,Mumbai,,venture,Series A,4400000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Lucid Colloids,lucid colloids,|Finance|Publishing|News|,Media/Content,Gurgaon,,venture,Series A,27500000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Lybrate,lybrate,|Health and Wellness|,Healthtech,New Delhi,,venture,Series A,1230000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Delhi
MadRat Games,madrat games,|Games|,Other,Bangalore,,venture,Series A,1500000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
MagicRooms Solutions India (P)Ltd.,magicrooms solutions india p,|Travel|,Other,Bangalore,,venture,Series A,1490000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Maharana Infrastructure and Professional Services Private Limited (MIPS),maharana infrastructure and professional services mips,|Universities|Education|Infrastructure|,Edtech,Noida,,venture,Series A,21600000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Noida
Mahindra REVA,mahindra reva,|Automotive|,Mobility,Bangalore,,venture,Series A,25000000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Maiyas Beverages And Foods,maiyas beverages and foods,|Manufacturing|Specialty Foods|Food Processing|,Foodtech,Bangalore,,venture,Series A,16600000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
MakeMyTrip.com,makemytripcom,|Transportation|Travel|,Mobility,Gurgaon,,venture,Series A,28000000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Manas Informatic,manas informatic,|Media|News|,Media/Content,Mohali,,venture,Series A,160000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Mohali
Manthan Systems,manthan systems,|Market Research|Big Data Analytics|Business Intelligence|Analytics|,Other,Bangalore,,venture,Series A,56700000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Matrimony.com,matrimonycom,|Classifieds|Curated Web|,Other,Chennai,,venture,Series A,20400000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Chennai
Mayur Uniquoters Limited,mayur uniquoters limited,|Manufacturing|,Other,Jaipur,,venture,Series A,18000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Jaipur
Medgenome Labs,medgenome labs,|Hospitals|Health Care|Medical|,Healthtech,Bangalore,,venture,Series A,4000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Meditrina Hospital,meditrina hospital,|Hospitality|,Healthtech,Thiruvananthapuram,,venture,Series A,6000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Thiruvananthapuram
Metro Telworks,metro telworks,|Mobile|,Other,Ahmedabad,,venture,Series A,4880000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Ahmedabad
Mettl,mettl,|Skill Assessment|Testing|Software|,Edtech,Gurgaon,,venture,Series A,4000000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Microland,microland,|Analytics|,Other,Bangalore,,venture,Series A,18300000.0,,2005,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Micromax Informatics,micromax informatics,|Mobile|,Other,Gurgaon,,venture,Series A,88000000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Milk Mantra,milk mantra,|Health and Wellness|,Healthtech,Bhubaneswar,,venture,Series A,13080000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Bhubaneswar
Minglebox,minglebox,|Social Media|,Media/Content,Bangalore,,venture,Series A,7000000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
MobiKwik,mobikwik,|Payments|Mobile Payments|Service Providers|Telecommunications|Internet|Mobile|Curated Web|,Fintech,Gurgaon,,venture,Series A,30000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Mobile2Win India,mobile2win india,|Mobile|,Other,Mumbai,,venture,Series A,15000000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Mumbai
MobStac,mobstac,|Publishing|Mobile|,Other,Bangalore,,venture,Series A,2000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Monarch Innovative Technologies,monarch innovative technologies,|Software|,SaaS/B2B,Mumbai,,venture,Series A,5500000.0,,2010,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Money On Mobile,money on mobile,|Mobile|,Other,Mumbai,,venture,Series A,10000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Moser Baer Solar,moser baer solar,|Clean Technology|,Technology,New Delhi,,venture,Series A,92500000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Delhi
MoveInSync,moveinsync,|Software|,SaaS/B2B,Bangalore,,venture,Series A,4000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
mydala,mydala,|E-Commerce|,E-commerce,New Delhi,,venture,Series A,6000000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Delhi
MyDentist,mydentist,|Health Care|,Healthtech,Mumbai,,venture,Series A,10000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Myntra,myntra,|E-Commerce|,E-commerce,Bangalore,,venture,Series A,158750000.0,,2007,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Nazara Technologies,nazara technologies,|Mobile|,Other,Mumbai,,venture,Series A,9301500.0,,2005,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Neogrowth,neogrowth,|Finance|,Other,Mumbai,,venture,Series A,1620000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
NephroPlus,nephroplus,|Health and Wellness|,Healthtech,Hyderabad,,venture,Series A,14000000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Hyderabad
NeST Group,nest group,|Software|,SaaS/B2B,Cochin,,venture,Series A,22250000.0,,2006,,,2014-2016 Consumer Boom,dataset_4,Cochin
Netmagic Solutions,netmagic solutions,|Web Hosting|,Other,Mumbai,,venture,Series A,36000000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Network18,network18,|Public Relations|,Other,New Delhi,,venture,Series A,10000000.0,,2009,,,2014-2016 Consumer Boom,dataset_4,Delhi
Newgen Software Technologies,newgen software technologies,|Software|,SaaS/B2B,New Delhi,,venture,Series A,25260000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Delhi
NewsHunt,newshunt,|Social News|News|,Media/Content,Bangalore,,venture,Series A,18000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
nivio,nivio,|Software|Cloud Data Services|Storage|App Stores|SaaS|Cloud Computing|Enterprise Software|,SaaS/B2B,Gurgaon,,venture,Series A,21000000.0,,2012,,,2014-2016 Consumer Boom,dataset_4,Gurgaon
Nobel Hygiene,nobel hygiene,|E-Commerce|,E-commerce,Mumbai,,venture,Series A,11500000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Mumbai
NSL Renewable Power,nsl renewable power,|Clean Technology|,Technology,Hyderabad,,venture,Series A,5000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Hyderabad
NxtGen Data Center & Cloud Services,nxtgen data center cloud services,|Software|,SaaS/B2B,Bangalore,,venture,Series A,8800000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Nykaa,nykaa,|Fashion|,E-commerce,Mumbai,,venture,Series A,3400000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Mumbai
Octro,octro,|Online Gaming|,Media/Content,Delhi,,venture,Series A,15000000.0,,2014,,,2014-2016 Consumer Boom,dataset_4,Delhi
Ola (ANI Technologies Pvt. Ltd.),ola ani technologies,|Public Transportation|Automotive|Mobile Commerce|Mobile|Internet|Transportation|E-Commerce|,E-commerce,Bangalore,,venture,Series A,276500000.0,,2011,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Omni Hospitals,omni hospitals,|Biotechnology|,Healthtech,Hyderabad,,venture,Series A,9800000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Hyderabad
One97 Communications,one97 communications,|Mobile|,Other,New Delhi,,venture,Series A,35000000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Delhi
OneBreath,onebreath,|Consulting|,Other,Bangalore,,venture,Series A,3000000.0,,2013,,,2014-2016 Consumer Boom,dataset_4,Bengaluru
Ozone Media Solutions,ozone media solutions,|Curated Web|,Other,Mumbai,,venture,Series A,7800000.0,,2008,,,2014-2016 Consumer Boom,dataset_4,Mumbai
