startup_name,startup_name_clean,industry,sector,city,investors,stage,stage_clean,amount_usd,date,year,quarter,month,funding_era,source,city_clean
Shadowfox,shadowfox,Logistics,Logistics,Gurgaon,Eight Roads Ventures,Private Equity,PE/Debt,10000000.0,2016-12-26 00:00:00,2016,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
ShopX,shopx,eCommerce,E-commerce,Bangalore,Nandan Nilekani,Private Equity,PE/Debt,5000000.0,2016-12-27 00:00:00,2016,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
BookEventz,bookeventz,Consumer Internet,Consumer Tech,Mumbai,"Lead Angels, Mumbai Angels, LetsVenture, Girish Mathrubootham, Anbu Pandian",Seed Funding,Seed,,2016-12-28 00:00:00,2016,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Healthifyme,healthifyme,Consumer Internet,Consumer Tech,Bangalore,NB Ventures,Private Equity,PE/Debt,1000000.0,2016-12-29 00:00:00,2016,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
LetsMD,letsmd,Consumer Internet,Consumer Tech,New Delhi,"WaterBridge Ventures,",Seed Funding,Seed,,2016-12-29 00:00:00,2016,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
Justbooks,justbooks,Consumer Internet,Consumer Tech,Bangalore,CoCreate Ventures,Seed Funding,Seed,,2016-12-29 00:00:00,2016,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
InstantPay,instantpay,Consumer Internet,Consumer Tech,New Delhi,"RB Investments,\\xc2\\xa0 Kaleden Holdings",Private Equity,PE/Debt,,2016-12-30 00:00:00,2016,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
PickMyLaundry,pickmylaundry,Consumer Internet,Consumer Tech,New Delhi,"Kedar Lele, GHV Accelerator",Seed Funding,Seed,200000.0,2016-11-01 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
FreshDesk,freshdesk,Consumer Internet,Consumer Tech,Chennai,"Sequoia Capital India, Accel Partners",Private Equity,PE/Debt,55000000.0,2016-11-02 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Chennai
LaundryAnna,laundryanna,Consumer Internet,Consumer Tech,Bangalore,Undisclosed Investors,Seed Funding,Seed,150000.0,2016-11-02 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
LetsMD,letsmd,Consumer Internet,Consumer Tech,New Delhi,"Calcutta Angels Network, LetsVenture, Anupam Mittal, Currae Healthtech Fund",Seed Funding,Seed,,2016-11-02 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
Sattviko,sattviko,Food & Beverage,Foodtech,New Delhi,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",Seed Funding,Seed,,2016-11-02 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
Zarget,zarget,Technology,Technology,Chennai,Sequoia India,Private Equity,PE/Debt,6000000.0,2016-11-03 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Chennai
DoSelect,doselect,Consumer Internet,Consumer Tech,Bangalore,"3one4 Capital, Mumbai Angels, Aarin Capital",Seed Funding,Seed,,2016-11-03 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
EasyPolicy,easypolicy,Consumer Internet,Consumer Tech,Noida,"Unilazer Ventures,",Private Equity,PE/Debt,10000000.0,2016-11-03 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Noida
Browntape,browntape,Technology,Technology,Goa,Gati Ltd,Private Equity,PE/Debt,,2016-11-04 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Goa
Connect India,connect india,Logistics,Logistics,Bangalore,Aavishkaar Venture Management,Private Equity,PE/Debt,1000000.0,2016-11-04 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Corseco,corseco,Technology,Technology,New Delhi,"Ameera Shah, Vivek Bhargava",Seed Funding,Seed,150000.0,2016-11-04 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
vImmune,vimmune,Consumer Internet,Consumer Tech,Bangalore,Undisclosed investor,Seed Funding,Seed,,2016-11-04 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
The Gourmet Jar,the gourmet jar,eCommerce,E-commerce,Noida,Chandigarh Angels Network,Seed Funding,Seed,,2016-11-04 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Noida
Medzin,medzin,eCommerce,E-commerce,New Delhi,A M Sikander,Seed Funding,Seed,45000.0,2016-11-05 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
Bizongo,bizongo,eCommerce,E-commerce,Mumbai,"IDG Ventures, Accel Partners",Private Equity,PE/Debt,3000000.0,2016-11-05 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Rivigo,rivigo,Technology,Technology,Gurgaon,Warburg Pincus,Private Equity,PE/Debt,75000000.0,2016-11-07 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
JustRide,justride,Consumer Internet,Consumer Tech,Mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",Private Equity,PE/Debt,3000000.0,2016-11-07 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Mumbai
IIM Jobs,iim jobs,Consumer Internet,Consumer Tech,New Delhi,India Quotient,Private Equity,PE/Debt,2000000.0,2016-11-09 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
Square Yards,square yards,Consumer Internet,Consumer Tech,Gurgaon,ADAG Reliance Private Equity,Private Equity,PE/Debt,12000000.0,2016-11-09 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
GolfLAN,golflan,Consumer Internet,Consumer Tech,New Delhi,"YourNest Angel Fund, iSON",Private Equity,PE/Debt,1000000.0,2016-11-10 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
Yottaasys,yottaasys,Technology,Technology,Bangalore,Gleevoaz Ventures,Private Equity,PE/Debt,,2016-11-10 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Tone Tag,tone tag,Technology,Technology,Bangalore,"Arun Seth, T.V. Mohandas Pai, Anand Chandrasekaran, Deepak Ghaisas",Private Equity,PE/Debt,,2016-11-10 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Life in Control,life in control,Consumer Internet,Consumer Tech,Gurgaon,RoundGlass Partners,Private Equity,PE/Debt,,2016-11-11 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Active.ai,activeai,Technology,Technology,Singapore,"Kalaari Capital, IDG Ventures India",Private Equity,PE/Debt,3000000.0,2016-11-14 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Singapore
ElasticRun,elasticrun,Technology,Technology,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,PE/Debt,2000000.0,2016-11-14 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Pune
NoBroker,nobroker,Consumer Internet,Consumer Tech,Bangalore,Vijay Shekhar Sharma,Seed Funding,Seed,,2016-11-15 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Zefo,zefo,eCommerce,E-commerce,Bangalore,"Sequoia India, BEENEXT, Helion Ventures",Private Equity,PE/Debt,6000000.0,2016-11-15 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
PlaySimple,playsimple,Technology,Technology,Bangalore,"SAIF Partners, IDG Ventures India",Private Equity,PE/Debt,4000000.0,2016-11-15 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Stasis Labs,stasis labs,Technology,Technology,Bangalore,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",Private Equity,PE/Debt,5000000.0,2016-11-16 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Scienaptic,scienaptic,Technology,Technology,Bangalore,Pramod Bhasin,Seed Funding,Seed,,2016-11-17 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Koovs,koovs,eCommerce,E-commerce,New Delhi,Times of India Group & Existing investors,Private Equity,PE/Debt,13500000.0,2016-11-17 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
Lawrato,lawrato,Consumer Internet,Consumer Tech,New Delhi,Indian Angel Network,Seed Funding,Seed,,2016-11-17 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
Trip Tap Toe,trip tap toe,Consumer Internet,Consumer Tech,Gurgaon,R.S Sharma,Seed Funding,Seed,,2016-11-17 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Pictor Imaging,pictor imaging,Consumer Internet,Consumer Tech,Mumbai,Quarizon,Seed Funding,Seed,147000.0,2016-11-17 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Mumbai
GramCover,gramcover,Finance,Other,New Delhi,Omnivore Capital,Seed Funding,Seed,1000000.0,2016-11-18 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Delhi
AerMed,aermed,eCommerce,E-commerce,Mumbai,Hitesh Windlass,Seed Funding,Seed,,2016-11-18 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Mumbai
WorkIndia,workindia,Consumer Internet,Consumer Tech,Mumbai,Asuka Holdings,Seed Funding,Seed,,2016-11-18 00:00:00,2016,4.0,11.0,2014-2016 Consumer Boom,dataset_1,Mumbai
